Category,Sub Category,Vehicle Make,Model,Type,Part,Size,Brand,Item
TIGER POWER,CYLINDER LINER,TATA,CUMMINS,PRE FINISHED,PLAIN,STD,TIGER POWER,K2005501466
LEYPARTS,ELECTRICALS,ASHOK LEYLAND,"",RH,HEAD LIGHT MOUNTING PANEL,"",LEYPARTS,B5402920
RBL,BRAKE LINING,EICHER,Oct-95,FR & RR 12 HOLES,HF7,"1MM",RBL,RBL/T909-EX/1 1MM
SPICER,MIDSHAFT TUBE,ASHOK LEYLAND,"1710 SERIES","","","",SPICER,SDMT1710D102
BANCO,GASKETS,MAHINDRA,SCORPIO CRDE,MLS(STEEL),HEAD GASKET,"",BANCO,"5580400000MLS"
LEYPARTS,BRAKE,ASHOK LEYLAND,"",FRONT INNER (6379/6320),HUB BEARINGS,"",LEYPARTS,F0232910
TIGER POWER,VALVE,TATA,CUMMINS BSII,"","","3",TIGER POWER,V2005500260
KAR VALVES,VALVE,KIRLOSKAR,"4R","1040/BSIII","",STD,KAR VALVES,KV1481-482
KSPG,IG BUSH,MAHINDRA,PEUGEOT,PEUGEOT,"",STD,KSPG,G.221.5.00.703
TIGER POWER,VALVE,ASHOK LEYLAND,HINO 6DTI (TURBO),"","",STD,TIGER POWER,V2009500260
TALBROS,GASKETS,MAHINDRA,"265",FULL GASKET,DYNA SEAL,"",TALBROS,FS3069DSX
LEYPARTS,ENGINE,ASHOK LEYLAND,"",NON TURBO (6E),CRANK PULLEY,"",LEYPARTS,X3974000
LEYPARTS,GEARBOX,ASHOK LEYLAND,"","48TEETH",SYNCHRO HUB,"",LEYPARTS,F1672611
KSPG,CONNECTING BEARING,MAHINDRA,SCORPIO,SCORPIO,"",STD,KSPG,B.333.4.00.003
SPICER,CLUTCH PLATE,TATA,"2045 SERIES","","","",SPICER,SDUJ2045L147L
RBL,BRAKE SHOE,MARUTI,CIAZ & RITZ & SWIFT,"","","",RBL,RBL/BS/021
KSPG,MAIN BEARING,HYUNDAI,SANTRO,SANTRO,"","10",KSPG,M.152.0.00.013
BANCO,GASKETS,MAHINDRA TRACTOR,"80 HP",BANKITE,HEAD GASKET,"",BANCO,"5641140000BKT"
LEYPARTS,COOLING SYSTEM,ASHOK LEYLAND,"",WATER OUTLRT FROM COMPRESSOR (ALBS2),HOSES,"",LEYPARTS,B8780503
TIGER POWER,CYLINDER LINER,TATA,"207",SEMI FINISHED,THIN,STD,TIGER POWER,K2006500160
BANCO,GASKETS,CHEVROLET,BEAT PETROL (4 CYL),MLS(STEEL),HEAD GASKET,"",BANCO,"5340260000MLS"
KSPG,CONNECTING BEARING,TATA,"1210","1210","","20",KSPG,B.207.3.00.023
RBL,BRAKE LINING,AMW,AMW,REAR 14 HOLES,RAF7,STD,RBL,RBL/AMW/R/2 STD RAF7
LEYPARTS,GEARBOX,ASHOK LEYLAND,"","OVER DRIVE GEAR, 19 TEETH",MAIN SHAFT GEARS,"",LEYPARTS,F1625311
RBL,BRAKE LINING,TATA,BS6,"8HOLES",HLVI,"2MM",RBL,TT/TP/BS6 - 2MM(HLVi)
KSPG,THRUST WASHER,MAHINDRA,PEUGEOT,PEUGEOT,"","",KSPG,W.221.5.00.433
TIGER POWER,CYLINDER LINER,BAJAJ,OX-ECO,SEMI FINISHED,OX-ECO,STD,TIGER POWER,K200180011M
BANCO,GASKETS,HYUNDAI,I 10 KAPPA,MLS(STEEL),HEAD GASKET,"",BANCO,"5224260000MLS"
GOETZE,RING SET,TATA,"697","697 CKS","","",GOETZE,"6871CKS-SD"
RBL,BRAKE LINING,ASHOK LEYLAND,ECOMET 1112,FRONT 16 HOLES,RAF7,STD,RBL,RBL/ECOMET/1112/1 STD RAF7
SETCO,CLUTCH,ASHOK LEYLAND,"15INCHES 1.75SPLINES","","","",SETCO,"380-009-L2558R"
KAR VALVES,VALVE,HYUNDAI,XCENT & GRAND I10,XCENT & GRAND I10,"",STD,KAR VALVES,KV1467-468-6V
RBL,BRAKE LINING,ASHOK LEYLAND,"6 INCHES",FRONT 10 HOLES,GT11 HLS,"01-Aug",RBL,AL/TP/HLP/7&8 1/8 GT11-HLS
KSPG,CONNECTING BEARING,ASHOK LEYLAND,HINO,BSIV,"","10",KSPG,B.241.4.10.013
LEYPARTS,COOLANT BODY,ASHOK LEYLAND,"",BS4,COOLANT OUTLET BODY,"",LEYPARTS,F0Z00342
IPL,PISTON RING SET,MAHINDRA,MDI 3200,MDI 3200,"","",IPL,"642-5964V/4-STD"
BANCO,GASKETS,TATA,"1613(697) TURBO",BANKITE,HALF GASKET,"",BANCO,"52208198PSBKT"
IPL,PISTON RING SET,SIMPSON,S4,"3RV","","",IPL,"642-9755V/4-STD"
BANCO,GASKETS,ASHOK LEYLAND,HINO NONTURBO,HET,OIL COOLER PACKING,"",BANCO,"5360707000HET"
KSPG,MAIN BEARING,MAHINDRA,MDI 3200,MDI 3200,"",STD,KSPG,M.332.3.00.003
BANCO,GASKETS,DAWOO / MATIZ,DAEWOO CEILO,BAF,HEAD GASKET,"",BANCO,"52703900PSBAF"
KSPG,MAIN BEARING,MARUTI,SWIFT DIESEL,SWIFT DIESEL,"","10",KSPG,P.131.0.00.013
KSPG,MAIN BEARING,CHEVROLET,TAVERA,TAVERA,"","20",KSPG,M.154.0.00.023
RBL,BRAKE LINING,TATA,"608","12 HOLES",RD3205M,"2MM",RBL,IN/19/20/2 2MM RD3205M
IPL,PISTON SET,ASHOK LEYLAND,LEYLAND,"401","","",IPL,"602-13318W-STD"
IPL,PISTON RING SET,TATA,ACE,ACE,"","",IPL,"642-9865Q/2-STD"
BANCO,GASKETS,MARUTI,K SERIES,BAF,HEAD GASKET,"",BANCO,"52311800PSBAF"
KSPG,CONNECTING BEARING KIT,MARUTI,"800 (CAR)","800 (CAR)","","60",KSPG,P.110.3.20.063
KSPG,CONNECTING BEARING,MARUTI,ALTO K10,ALTO K10,"",STD,KSPG,B.165.0.00.003
BANCO,GASKETS,MAHINDRA TRACTOR,"575 DI MILLOR TYPE",BANKITE,HEAD GASKET,"",BANCO,"56583600PSBKT"
IPL,PISTON RING SET,TATA,"609/709","609/709 THIN RING ( EURO II)","","",IPL,"642-9513Q/4-STD"
BANCO,GASKETS,TATA,"1210",HLT,TIMING COVER,"",BANCO,"5220623505HLT"
RBL,DISCPAD,TATA,INDIGO,"","","",RBL,RBL/DP/014
BANCO,GASKETS,ASHOK LEYLAND,ECOMET 4DTI/ETI DISEL 4CYL,MLS(STEEL) W/O VSS,FULL GASKET,"",BANCO,"5360269910MLS"
TALBROS QHT,DRAG LINK,TATA,ALL MODELS (30DIA),REPAIR KIT (30/35 DIA),"","",TALBROS QHT,DRK01001
KSPG,CONNECTING BEARING,KIRLOSKAR,"6TA","6TA","",STD,KSPG,B.584.4.10.003
LEYPARTS,ENGINE,ASHOK LEYLAND,"",HINO ENGINES,LIFTER VALVE KIT,"",LEYPARTS,P0996451
KSPG,MAIN BEARING,KIRLOSKAR,RA3,RA3,"","10",KSPG,M.038.4.01.013
IPL,PISTON RING SET,ASHOK LEYLAND,HINO,"6 ETI THIN RING","","",IPL,"642-9621Q/6-STD"
RBL,BRAKE LINING,TATA,"1009",FR & RR 12 HOLES,HF7,STD,RBL,RBL/T1009TT/1 STD
LEYPARTS,GEARBOX,ASHOK LEYLAND,"","",BEARINGS,"",LEYPARTS,F0267710
LEYPARTS,FILTERS,ASHOK LEYLAND,"",U TRUCK,AIR FILTER,"",LEYPARTS,P5104005
TRUCKPARTS-COOLANT,COOLANT,"","",GREEN (1:9),"","5LTR",TRUCKPARTS-COOLANT,SC-50 5LTR
TALBROS,GASKETS,BAJAJ,OX-45,HEAD GASKET,DYNA SEAL,"",TALBROS,"3095DSX"
KSPG,CONNECTING BEARING,MAHINDRA,MDI 3200,MDI 3200,"","10",KSPG,B.332.3.00.013
KSPG,MAIN BEARING,KIRLOSKAR,SL 90,SL 90,"","10",KSPG,M.055.4.00.013
BANCO,GASKETS,MAHINDRA,XDP 3,BANKITE,HEAD GASKET,"",BANCO,"5580390018BKT"
RBL,BRAKE SHOE,MARUTI,WAGONR (KBX TYPE),"","","",RBL,RBL/BS/018
SUPER PAC,VALVE STEM SEALS,TATA,CUMMINS BSII,"","","",SUPER PAC,VSS061616V
BANCO,GASKETS,ASHOK LEYLAND,DOST,MLS(STEEL),HEAD GASKET,"",BANCO,"5360250000MLS"
TIGER POWER,CYLINDER LINER,TATA,"407",PRE FINISHED,THIN COLLAR,"20TH",TIGER POWER,K2007000660
KSPG,CONNECTING BEARING,MAHINDRA,MHAWK,"4CYL","","30",KSPG,B.274.7.00.033
IPL,KITSET,MAHINDRA,BSIII,BS III,"","",IPL,"622-113603418VQY/1 STD"
TALBROS,GASKETS,MASSEY FERGUSON,MF 135,HEAD GASKET,DYNA SEAL,"",TALBROS,"2A445"
BANCO,GASKETS,TATA,"1613(697) TURBO",BANKITE,FULL GASKET,"",BANCO,"5220819930PBKT"
LEYPARTS,CLUTCH,ASHOK LEYLAND,"",HINO BSIII (ONLY BRG),CLUTCH RELEASE BEARING,"",LEYPARTS,FG200500
BANCO,GASKETS,MARUTI,ESTEEM A MAT,BHR,HEAD GASKET,"",BANCO,"52312900PSBHR"
BANCO,GASKETS,MAHINDRA TRACTOR,INTERNATIONAL B275,BANKITE,FULL GASKET,"",BANCO,"56584399PSBKT"
BANCO,GASKETS,MARUTI,ZEN/ESTEEM,BHR,HEAD GASKET,"",BANCO,"52312800PSBHR"
TALBROS QHT,BALL SUSPENSION JOINT,ASHOK LEYLAND,ALL MODELS,BALL SUSPENSION JOINT BIG,"","",TALBROS QHT,BJ07001B
TIGER POWER,CYLINDER LINER,SIMPSON,P3,PRE FINISHED,P3,STD,TIGER POWER,K2004600260
KSPG,CONNECTING BUSH,SIMPSON,P3,"","",STD,KSPG,P.S.210.5.00.703
KAR VALVES,VALVE,CHEVROLET,BEAT DIESEL,BEAT DIESEL,"",STD,KAR VALVES,KV1257-258
LEYPARTS,BRAKE,ASHOK LEYLAND,"","5INCHES, 10 HOLES,STD",BRAKE LINING,"",LEYPARTS,PD600523
GOETZE,PISTON SET,MAHINDRA,MDI 3200,MDI 3200,"","",GOETZE,"05150MPLSD0000C1"
JMP,TRAILER BUSH,ASHOK LEYLAND,"",BELL CRANK SET,"","42X48XX75/42X48X55",JMP,JB-204
BANCO,GASKETS,MAHINDRA,MDI 3200,BANKITE,FULL GASKET,"",BANCO,"55803899PSBKT"
IPL,PISTON RING SET,SIMPSON,S3,"3RV","","",IPL,"642-9754D/4-STD"
KSPG,CONNECTING BEARING,ASHOK LEYLAND,DOST,DOST,"",STD,KSPG,B.298.0.00.003
RBL,BRAKE LINING,TATA,"1210",REAR 8 HOLES,"242",STD,RBL,TZ/2/1 STD 242
RBL,BRAKE LINING,ASHOK LEYLAND,"6 INCHES",FRONT 10 HOLES,HF7,STD,RBL,AL/TP/SM/7&8 STD HF7
SONALIKA,ROTVATOR BLADES,SONALIKA,SHAKTIMAN,L TYPE,"",L-9 & R-9 / 14.5 X 57,SONALIKA,"250008660A"
USHA,PISTON SET,TATA,"697 NONTURBO","697 NONTURBO","","",USHA,"256 RCP"
RBL,DISCPAD,HYUNDAI,I10,"","","",RBL,RBL/DP/001
LEYPARTS,ENGINE,ASHOK LEYLAND,"",AL ENGINE S2,CONNECTNG BRG,"",LEYPARTS,P2600502
SETCO,CLUTCH,MAN,"430DIA ","","","",SETCO,"430-019-L4947R"
IPL,PISTON RING SET,SIMPSON,PERKINS S3,ALFIN 1.8,"","",IPL,"642-9721V-STD"
TALBROS,GASKETS,TATA,ACE,HEAD GASKET,MLS ( STEEL),"",TALBROS,MLS3106
BIMETAL,CONNECTING BEARING,ASHOK LEYLAND,LEYLAND,LEYLAND 370,"","10",BIMETAL,CS 180 010
RBL,BRAKE LINING,TATA,"407","12 HOLES",RD3205M,STD,RBL,IN/19/20/1 STD
TALBROS QHT,BALL & SOCKET JOINT,MAN,TRUCK,"","","",TALBROS QHT,BJ01001BIG
SETCO,FLYWHEEL,ASHOK LEYLAND,"395DIA CAPTIAN","146T","","",SETCO,SF-5023
LEYPARTS,GEARBOX,ASHOK LEYLAND,"","OVER DRIVE GEAR, 51TEETH",COUNTER GEARS,"",LEYPARTS,F1625411
LEYPARTS,"",ASHOK LEYLAND,"","2040-SERIES",TUBE YOKE,"",LEYPARTS,P9H00017
SVL,CLUTCH PLATE,TATA,TATA ACE CK TYPE,"","","",SVL,VCCA0170KCK
LEYPARTS,ENGINE,ASHOK LEYLAND,"","5 PLATE",OIL COOLER,"",LEYPARTS,F7824900
RBL,DISCPAD,TOYOTA,INNOVA CRYSTA,"","","",RBL,RBL/PDP/540
TALBROS,GASKETS,MARUTI,CAR/VAN,HEAD GASKET,DYNA SEAL,"",TALBROS,MIA3040
LEYPARTS,GEARBOX,ASHOK LEYLAND,"","MESH GEAR, 48TEETH",COUNTER GEARS,"",LEYPARTS,F8A05611
LEYPARTS,BRAKE,ASHOK LEYLAND,"",REAR OUTER (ECOMET),HUB OIL SEAL,"",LEYPARTS,FA602400
BANCO,GASKETS,MASSEY FERGUSON,MF 135,BANKITE,MANIFOLD,"",BANCO,"5124220202BKT"
BANCO,GASKETS,MAHINDRA TRACTOR,"575 DI MILLOR TYPE",BANKITE,HALF GASKET,"",BANCO,"56583698PSBKT"
KSPG,MAIN BEARING,SIMPSON,P6,P6,"",STD,KSPG,N.212.5.00.003
RBL,BRAKE LINING,ASHOK LEYLAND,"7 INCHES",REAR 10 HOLES,GT11 HLS,"1/8",RBL,AL/TP/HLP/3&4 1/8 GT11-HLS
KSPG,MAIN BEARING,TATA,"1612(697)","1612(697)","",STD,KSPG,M.217.4.00.003
BANCO,GASKETS,TATA,INDICA VX DIESEL,W/O CHG AST,HALF GASKET,"",BANCO,"5220429800AST"
TALBROS,GASKETS,TATA,"609/709/1109",FULL GASKET,DYNA SEAL,"",TALBROS,FS609DSXTCCSMK2
BANCO,GASKETS,TATA,"1613 YC TUBRO",PREMIUM RANGE,HEAD GASKET,"",BANCO,"5BEK70HG00"
BANCO,GASKETS,TATA,CUMMINS BS 3,PQB,HALF GASKET,"",BANCO,"5220549810PQB"
KSPG,CONNECTING BUSH,TATA,"1210","1210","",STD,KSPG,S.207.5.01.703
LEYPARTS,ENGINE,ASHOK LEYLAND,"",ALTERNATOR-850,DRIVE BELT,"",LEYPARTS,F0301450
BANCO,GASKETS,TATA,CUMMINS BS 4,SYR,VALVE CAVER,"",BANCO,"5220561500SYR"
TIGER POWER,CYLINDER LINER,SIMPSON,S3/MF245,PRE FINISHED,S3/MF245,STD,TIGER POWER,K2005300360
KSPG,MAIN BEARING,TATA,"1210","1210","","10",KSPG,M.207.3.02.013
TALBROS,GASKETS,ESCORT FORD,"3000/3600",FULL GASKET,DYNA SEAL,"",TALBROS,FS2A658ASB
BANCO,GASKETS,TATA,SUMO/MOBILE/SIERA/SAFAR,HLT,WATER PUMP SET,"",BANCO,"5220464500HLT"
LEYPARTS,GEARBOX,ASHOK LEYLAND,"","3&4",SLIDING SLEEVE,"",LEYPARTS,F1600410
BANCO,GASKETS,TATA,INDICA,RCC,CHAMBER PACKING,"",BANCO,"5220421000RCC"
KSPG,MAIN BEARING,BAJAJ,OX-45,OX-45,"","10",KSPG,M.341.3.00.013
LEYPARTS,GEARBOX,ASHOK LEYLAND,"","28.55",DETEND PLUNGER,"",LEYPARTS,F4206515
RIVETS,RIVETS,"","",ALUMINIUM,"","10/12",RIVETS,RIVET DRG NO. L 10/12 AL
SETCO,BRAKE LINING,TATA,"407",FRONT & REAR 4HOLES,"","1MM",SETCO,SL-XP-T407/1&2 (OS-1)
LEYPARTS,ENGINE,ASHOK LEYLAND,"",TIMING GEAR,BUSH,"",LEYPARTS,F0536530
TIGER POWER,CYLINDER LINER,ASHOK LEYLAND,HINO,PRE FINISHED,Y GOLD,STD,TIGER POWER,K2009502360
GOETZE,RING SET,ASHOK LEYLAND,HINO,"6ETI CKS","","",GOETZE,"6154CKS-SD"
KSPG,THRUST WASHER,TATA,SUMO,SUMO(4DL),"","3",KSPG,W.234.5.00.003
RBL,BRAKE LINING,TATA,"1510/1612",FRONT 10 HOLES,HF7,"1MM",RBL,TT/TP/SM/1 1MM HF7
KAR VALVES,VALVE,NISSAN,"","","",STD,KAR VALVES,KV1275-276
KAR VALVES,Valve Collets,ASHOK LEYLAND,HINO,HINO & 412,"","",KAR VALVES,VC026100
TALBROS,GASKETS,SIMPSON,S4,FULL GASKET,DYNA SEAL,"",TALBROS,FSMIA1026
KSPG,CONNECTING BEARING,TATA,"407","407","","40",KSPG,B.236.4.00.043
BANCO,GASKETS,HONDA,ANAZE PETROL (4CYL),RUB,VALVE COVER,"",BANCO,"5230261500RUB"
BANCO,GASKETS,TATA,INDICA DIESEL,PREMIUM RANGE,HEAD GASKET,"",BANCO,"5BEK42HG17"
KAR VALVES,VALVE,MARUTI,WAGONR,WAGONR,"",STD,KAR VALVES,KV1189-190-8V
KAR VALVES,WATER PUMP,TATA,CUMMINS,BSII,"","",KAR VALVES,WP016001
LEYPARTS,ENGINE,ASHOK LEYLAND,"",ALBS2 -1580,FAN BELT,"",LEYPARTS,F0301350
TIGER POWER,CYLINDER LINER,TATA,"407",SEMI FINISHED,THICK COLLAR (BS3),"40TH",TIGER POWER,K2007001060
IPL,PISTON SET,TATA,"697","697 THIN RING ( EURO II)","","",IPL,"602-12402W-STD"
BIMETAL,MAIN BEARING,ASHOK LEYLAND,HINO,HINO (REG),"",STD,BIMETAL,MS 5806 STD
TALBROS,GASKETS,ASHOK LEYLAND,DOST,HEAD GASKET,MLS ( STEEL),"",TALBROS,MLS3155
BANCO,GASKETS,MARUTI,WAGON R/ALTO LX,BANKITE,HALF GASKET,"",BANCO,"52313198PSBKT"
KAR VALVES,VALVE,CATERPILLAR,"3508 VALVES","3508 VALVES","",STD,KAR VALVES,KV1273-274
TIGER POWER,CYLINDER LINER,TATA,"407",SEMI FINISHED,THICK COLLAR (BS3 4.65),"40TH",TIGER POWER,TTB2220
RBL,BRAKE LINING,EICHER,"",FR & RR 12 HOLES,HF7,"1MM",RBL,RBL/T1009TT/1 1MM
KSPG,MAIN BEARING,MAHINDRA,AVL,AVL (4CYL),"","20",KSPG,N.320.4.00.023
BANCO,GASKETS,SWARAJ MAZDA,SWARAJ MAZDA,BAF,HEAD GASKET,"",BANCO,"52262600PSBAF"
LEYPARTS,CABLES,ASHOK LEYLAND,"","4018T",ACCELEATOR CABLE,"",LEYPARTS,F8817400
KAR VALVES,VALVE,ASHOK LEYLAND,IVECO,IVECO,"",STD,KAR VALVES,KV1383-384
BANCO,GASKETS,MAHINDRA,M HAWK,MLS(STEEL),HEAD GASKET,"",BANCO,"5580420000MLS"
BANCO,GASKETS,TATA,ACE MEGA DICOR,RUB,VALVE COVER,"",BANCO,"5220101500RUB"
BIMETAL,MAIN BEARING,ASHOK LEYLAND,LEYLAND,LEYLAND 370,"",STD,BIMETAL,MS 475 STD
LEYPARTS,FUEL INJECTION PUMP,ASHOK LEYLAND,"","6D",FIP BUSH,"",LEYPARTS,X1600315
KSPG,CAM BUSH,TATA,"1612(697)","1612(697)","",STD,KSPG,C.246.5.00.703
LEYPARTS,BRAKE,ASHOK LEYLAND,"",INNER OIL SEAL ( UTRUCK),HUB OIL SEAL,"",LEYPARTS,FA601700
BANCO,GASKETS,TATA,MAGIC/IRIS,W/O CHG AST,FULL GASKET,"",BANCO,"5220019900AST"
BANCO,GASKETS,MAHINDRA TRACTOR,INTERNATIONAL B275,HLT,CRANK CASE FRINT PLATE,"",BANCO,"5658433510HLT"
KSPG,CONNECTING BUSH,TATA,INDIGO,"","",STD,KSPG,PS.119.5.20.703
SETCO,FLYWHEEL RING,TATA,GB-60,"138T","","",SETCO,SFR-9006
RBL,BRAKE SHOE,TATA,INDICA (KBX TYPE),"","","",RBL,RBL/BS/005
RBL,BRAKE LINING,ASHOK LEYLAND,"5 INCHES",FRONT 10 HOLES,HF7i,"1/32",RBL,AL/TP/SM/1&2 1/32 HF7i
TALBROS,GASKETS,MAHINDRA,"265",FULL GASKET,DYNA SEAL,"",TALBROS,FS3069DSXWOC
LEYPARTS,BRAKE,ASHOK LEYLAND,"",AUTOMATIC RH-FR,SLACK ADJUSTER,"",LEYPARTS,X8823400
TALBROS,GASKETS,TATA,"697",FULL GASKET,DYNA SEAL,"",TALBROS,FS728DSXMTCCS
BANCO,GASKETS,MAHINDRA,XDP 3,BAF,HEAD GASKET,"",BANCO,"5580390018BAF"
KAR VALVES,VALVE,MASSEY FERGUSON,PERKINS,P3,"",STD,KAR VALVES,KV1933-934
USHA,KITSET,TATA,QUADRAJET (VISTA),"","","",USHA,TATA INDICA VISTA QUADRAJET
KSPG,CONNECTING BEARING,ASHOK LEYLAND,HINO,HINO (REG),"",STD,KSPG,B.241.4.00.003
LEYPARTS,CLUTCH,ASHOK LEYLAND,"",ECOMET,LEVER KIT,"",LEYPARTS,PD600225
KAR VALVES,VALVE,VST,TILLER,(MITS TRCT),"",STD,KAR VALVES,KV1909-910
KSPG,THRUST WASHER,TATA,"1210","1210","",OS2,KSPG,W.207.5.01.423
IPL,PISTON SET,EICHER,EICHER,EIII TC,"","",IPL,"602-12629W/1-STD"
SUPER PAC,TAPPET COVER,TATA,CUMMINS BS-II,"","","",SUPER PAC,VCS27551
KAR VALVES,VALVE,"",JOHNDEERE,JOHN DEERE,"",STD,KAR VALVES,KV1645-646
BANCO,GASKETS,TATA,"407 TURBO",BEK,FULL GASKET,"",BANCO,"52204099BEK"
KSPG,THRUST WASHER,TATA,SUMO,SUMO(4DL),"",STD,KSPG,PW.234.5.00.003
BANCO,GASKETS,FORD TRACTOR,"3000/3600",BANKITE,HALF GASKET,"",BANCO,"53520498PSBKT"
BANCO,GASKETS,HYUNDAI,Santro Xing Erlx,GAF,HEAD GASKET,"",BANCO,"52242300PSGAF"
KSPG,MAIN BEARING KIT,MARUTI,"800 (CAR)","800 (CAR)","",STD,KSPG,P.110.3.30.003
USHA,PISTON SET,MAHINDRA,MAXIMO,MAXIMO,"","",USHA,PS1085A003ABS41
TALBROS,GASKETS,EICHER,CANTER (4CYL),HALF GASKET,EXCEL,"",TALBROS,HSPL222DSNANM
SETCO,BRAKE LINING,TATA,PRIMA/BENZ,FRONT & REAR 12HOLES,"","1MM",SETCO,SL-XP-PRIMA/12 (OS-1)
KSPG,MAIN BEARING,TATA,"1612(697)","1612(697)","","20",KSPG,M.217.4.00.023
KSPG,MAIN BEARING,TATA,INDICA,INDICA,"","20",KSPG,M.119.3.20.023
TIGER POWER,CYLINDER LINER,BAJAJ,OM 616,SEMI FINISHED,REGULAR,STD,TIGER POWER,K2001200160
USHA,PISTON RING SET,TATA,"697",DVM,"","",USHA,"236 DVM"
TIGER POWER,CYLINDER LINER,TATA,"1612(97MM)",SEMI FINISHED,THIN COLLAR,"40TH",TIGER POWER,K2007600661
LEYPARTS,GEARBOX,ASHOK LEYLAND,"","3 & 4, 42T (THIN)",SYNCHRO RING,"",LEYPARTS,F1624511
BANCO,GASKETS,MARUTI,"K 12 SWIFT , RITZ ALL K12 ENGINES",MLS(STEEL),HEAD GASKET,"",BANCO,"5231380000MLS"
TIGER POWER,CYLINDER LINER,TATA,"1612(97MM)",SEMI FINISHED,THICK COLLAR (BS3),STD,TIGER POWER,K2007601161
RBL,DISCPAD,MAHINDRA,TUV300,"","","",RBL,RBL/PDP/538
KAR VALVES,VALVE,KOMATSU,"10Z1180073","10Z1180073","",STD,KAR VALVES,KV1862
KSPG,CONNECTING BEARING,ATLAS COPCO,ATLAS COPCO,COPCO ( CR BRG),"","10",KSPG,H.700.3.00.013
LEYPARTS,FILTERS,ASHOK LEYLAND,"",PLASTIC FILTER,STEERING FILTER,"",LEYPARTS,PD600391
TRUCKPARTS-COOLANT,COOLANT,"","",GREEN(1:4),"","3LTR",TRUCKPARTS-COOLANT,TPC4-003(3L)
KAR VALVES,VALVE,TATA,INDICA,INDICA,"",STD,KAR VALVES,KV1113-114
IPL,PISTON SET,MAHINDRA,MDI 3200,MDI 3200,"","",IPL,"602-11434W-STD"
KSPG,CONNECTING BUSH,MAHINDRA,PEUGEOT,PEUGEOT,"",OS2,KSPG,PS.221.5.00.813
BANCO,GASKETS,ASHOK LEYLAND,ECOMET 4DTI/ETI DISEL 4CYL,MLS(STEEL),HEAD GASKET,"",BANCO,"5360260000MLS"
KSPG,CONNECTING BEARING,TATA,"1612(697)","1612(697)","","10",KSPG,B.217.3.00.013
SPICER,DIFFERENTIAL,ASHOK LEYLAND,RING SNAP,"","","",SPICER,SAMC2216SR
KAR VALVES,VALVE,ESCORT FORD,"27 W (E 335)","27 W (E 335)","",STD,KAR VALVES,KV1611-612
BANCO,GASKETS,MAHINDRA TRACTOR,"265/275 DI (3 CYL)",PQB,HALF GASKET,"",BANCO,"5658159800PQB"
USHA,CYLINDER LINER,ASHOK LEYLAND,HINO Z,"","","",USHA,LEYLAND HINO Z
BANCO,GASKETS,FORD TRACTOR,"3000/3600",SAL,FULL GASKET,"",BANCO,"53520499PSSAL"
TIGER POWER,CYLINDER LINER,ISUZU,ISUZU C1,SEMI FINISHED,ISUZU C1,STD,TIGER POWER,K2002500160
BANCO,GASKETS,MAHINDRA TRACTOR,INTERNATIONAL B275,TFX,THERMOSTAT HOUSING INTER,"",BANCO,"5658436005TFX"
KSPG,CONNECTING BEARING,ZETOR,HMT ZETOR,ZETOR,"","10",KSPG,B.308.3.00.013
TALBROS,GASKETS,TATA,"1613",FULL GASKET,MLS ( STEEL),"",TALBROS,FS1613MLSMK2
BANCO,GASKETS,ASHOK LEYLAND,"680/690",SAL,HEAD GASKET,"",BANCO,"53606600PSSAL"
LEYPARTS,GEARBOX,ASHOK LEYLAND,"","4TH GEAR- 48 TEETH",CLUTCH BODY,"",LEYPARTS,F1665511
KSPG,CONNECTING BEARING,TATA,ACE,ACE,"","40",KSPG,B.155.4.00.043
KSPG,CONNECTING BEARING,MARUTI,SWIFT DIESEL,SWIFT DIESEL,"","20",KSPG,B.131.0.00.023
IPL,PISTON SET,EICHER,CANTER,E683 TC JUMBO,"","",IPL,"602-12397W/1-STD"
SETCO,FLYWHEEL RING,ASHOK LEYLAND,"15INCHES","136T","","",SETCO,SFR-5003
BANCO,GASKETS,MAHINDRA TRACTOR,INTERNATIONAL B275,TFX,CONTROL LEVER BRACKET INTER,"",BANCO,"5658435200TFX"
KSPG,CONNECTING BEARING,TATA,"407","407","","10",KSPG,B.236.4.00.013
RBL,DISCPAD,MARUTI,ERTIGA,"","","",RBL,RBL/PDP/545
IPL,VALVE,TATA,CUMMINS,BS II,"","3",IPL,"712-VT10211-003"
IPL,PISTON SET,MAHINDRA,AVL,AVL,"","",IPL,"602-11258W/4-STD"
SVL,UJ KIT,TATA,"1000","","","",SVL,VDUJ1000L59
LEYPARTS,SENSORS,ASHOK LEYLAND,"",EDC,ENGINE SPEED SENSOR,"",LEYPARTS,X7472700
KSPG,CONNECTING BEARING,MARUTI,SWIFT DIESEL,SWIFT DIESEL,"",STD,KSPG,B.131.0.00.003
BANCO,GASKETS,TATA,"1612",BANKITE,HALF GASKET,"",BANCO,"52206998PSBKT"
TALBROS,GASKETS,TATA,"609/709",FULL GASKET,DYNA SEAL,"",TALBROS,FS609DSXTCSMK2
TALBROS,GASKETS,TATA,MAGIC/IRIS,HEAD GASKET,EXCEL,"",TALBROS,"3139DSXNA1OS"
KAR VALVES,VALVE,EICHER,MASKED/SHROUD,MASKED/SHROUD,"",STD,KAR VALVES,KV1615-616
LEYPARTS,FILTERS,ASHOK LEYLAND,"","500ML (CLOTH)",DIESEL FILTER,"",LEYPARTS,F4000400
